,rid,pid,GNIS_NA,HUC6,STATE,OBSPRED,TAILWAT,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAI,Y_COORD,NLCD11P,BFI,temp,S30_204,S32_208,RepetID,Yrange,size,F_BFI_H,barrier,length,numSpE,rchChng,NativNt,pNat,pComm,prsGlcE,prsGlcL,pisc,nClnzSp,FHMN,LNDC,CRCH,PKF,SDSH,LNSU,WSU,EB,CMSH,STR,JDT,BRSB,SMB,GSUN,CARP,YP,LL,PTMN,RB,LMB,MWF,NRBDC,LKCH,BRMN,IOWA,BLBH,NP,WSMN,PLMN,SCAT,SHRH,NPDC,WHCR,RKB,GSH,FHCH,SGR,WE,RCSU,PUMP,CCAT,RMCOT,PLSU,WS_PLMN,GE,ONC,SPSH,SPDC,MTSU,RMCT,RSSH,COLCOT,EMSH,HYBOG,BMSH,BHSU,FMSU,FMxWSU,DRUM,SMBUF,BMBUF,ODT,BLCR,FSDC,HHCH,GDF,BG,RDSH,GAM,GZS,TGT,YLBH,STCH,GILA,LING,QBK,SPK,LSCH,WCT,RTCH,SSTRG,LWF,WBS,SFCH,PSTRG,BSU,CIS,PF,GR,SMMN,BHxWSU,KOK,LT,snapdst,PU,rGlac,rPeri,rPela,rMont,GearMiss,ratio,snapdist,upDist,afvArea,locID,netID,netgeom,prosper,YrangeCat,pGlac,pNotGlac,pGlacRel,pNotGlacRel,pIntroduced,Turnover,geometry,FragCat,TempCat,
126,3481,126,Hams Fork,1.404,Wyoming,238253,0,1961.06,11.98,0.00079149,215.99,1471.22,1292449,0.415186,62,18.84,19.95,20.78,150,15,1.541385097,0.25016208,1,11.908,9,-1,-1,0.75,0.888888889,0.999,0.5,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038983444,GREEN,0.999,0.5,NA,NA,M,0.600766449,0,313856.8502,0.056847355,126,9,SNETWORK (9 3481 313856.850202509 0.600766449139758 126 126),0.761721215,S,1,0.5,NA,0.75,1,0.111111111,c(-1161539.70792001, 2165332.77098784),Smaller (<62 km),Cool
127,3493,127,Smiths Fork,1.404,Wyoming,228802,0,2051.59,0,0.00790676,230.17,561.79,1243913,0.455136,59,17.46,18.53,19.34,4,15,1.733784034,0.23108963,0,52.748,4,3,3,0.999,0.75,0.999,NA,1,4,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025569164,GREEN,0.999,0.999,NA,NA,M,0.868491717,0,377398.1139,0.053783578,127,9,SNETWORK (9 3493 377398.113919386 0.868491716819138 127 127),0.542163634,S,1,NA,NA,1,0.666666667,0.625,c(-1185220.51549896, 2120081.75789196),Smaller (<62 km),Cool
128,3500,128,Blacks Fork,1.404,Wyoming,235301,0,1887.22,4,0.00045712,209.81,7531.03,1285222,0.272437,58,19.01,20.12,20.95,82,15,9.143548006,0.31330921,1,143.39,8,1,1,0.999,0.75,0.999,0.999,0,3,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004100788,GREEN,0.999,0.999,NA,NA,M,0.021353474,0,253163.2965,0.248976648,128,9,SNETWORK (9 3500 253163.296547897 0.0213534740875122 128 128),0.689793939,S,1,1,NA,1,0.6,0.454545455,c(-1137929.79870844, 2153180.84575157),Large (>62 km),Cool
129,3502,129,Hams Fork,1.404,Wyoming,239191,0,2061.99,25.15,0.00090197,259.59,1075.24,1296181,0.558795,63,18.18,19.26,20.09,147,52,1.352574925,0.21660549,1,47.915,8,-2,-5,0.285714286,0.375,0.666666667,0.001,1,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016984709,GREEN,0.666666667,0.001,NA,0.001,M,0.922531511,8.39482824193311e-10,388214.5272,0.056847355,129,9,SNETWORK (9 3502 388214.527245149 0.922531511445323 129 129),0.761751514,XL,0.666666667,0,NA,0.285714286,1,0.727272727,c(-1188887.1867412, 2174404.14455868),Smaller (<62 km),Cool
130,3526,130,Little Muddy Creek,1.404,Wyoming,235680,0,1979.57,1.88,0.00116546,227.35,1273.97,1274672,0.151322,56,16.25,17.29,18.08,159,24,0.72235678,0.61903567,0,53.068,3,3,1,0.999,0.999,0.999,NA,0,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005160409,GREEN,0.999,0.999,NA,NA,M,0.236399022,0,358422.149,0.063209324,130,9,SNETWORK (9 3526 358422.148958284 0.236399021716376 130 130),0.757224247,L,1,NA,NA,1,1,0.5,c(-1196622.64642204, 2153980.16132497),Smaller (<62 km),Cool
131,3539,131,North Fork Little Muddy Creek,1.404,Wyoming,238290,0,2048.77,0,0.00202742,249.39,73.12,1287887,2.457907,60,17.03,18.09,18.88,235,15,0.050193262,0.71564994,0,21.641,8,-2,-1,0.75,0.75,0.999,0.5,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028253873,GREEN,0.999,0.5,NA,NA,,0.833936815,0,381324.651,0.010778599,131,9,SNETWORK (9 3539 381324.650997862 0.833936814873017 131 131),0.681756591,S,1,0.5,NA,0.75,0.75,0.25,c(-1198175.8086, 2168160.504),Smaller (<62 km),Cool
134,3577,134,Muddy Creek,1.404,Wyoming,232088,0,2005.78,4.92,0.00169517,234.6,548.26,1257324,0.173349,54,16.65,17.7,18.49,199,18,0.421461894,0.30288198,0,79.838,4,-1,1,0.5,0.25,0.001,0.999,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041542957,GREEN,0.5,0.999,NA,NA,M,0.364942996,0,372806.8206,0.037187432,134,9,SNETWORK (9 3577 372806.820594657 0.364942996352008 134 134),0.721387878,M,0,1,NA,0.5,0,0.833333333,c(-1204388.06730867, 2137523.1171716),Large (>62 km),Cool
135,3586,135,Muddy Creek,1.404,Wyoming,230541,0,2032.79,1.24,0.00393346,251.51,479.72,1248978,0.198118,55,16.55,17.59,18.38,200,15,0.391564039,0.28545391,0,79.838,7,-2,-1,0.666666667,0.714285714,0.999,0.5,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042687697,GREEN,0.999,0.5,NA,NA,M,0.051213315,0,384316.5531,0.037187432,135,9,SNETWORK (9 3586 384316.553099961 0.0512133152781946 135 135),0.682133333,S,1,0.5,NA,0.666666667,0.75,0.285714286,c(-1208916.53719948, 2130473.88718353),Large (>62 km),Cool
136,3587,136,Muddy Creek,1.404,Wyoming,230185,0,2043.94,1.52,0.00355194,255.9,463.64,1246615,0.204985,55,16.5,17.54,18.33,201,15,0.383907375,0.28075416,0,79.838,8,-4,-3,0.25,0.5,0.5,0.001,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006168088,GREEN,0.5,0.001,NA,NA,M,0.611938565,0,387422.3918,0.037187432,136,9,SNETWORK (9 3587 387422.391759547 0.611938564767811 136 136),0.722406059,S,0.5,0,NA,0.25,0.75,0.5,c(-1209648.35037174, 2127986.35463021),Large (>62 km),Cool
348,11159,348,NA,1.404,Wyoming,259904,0,1842.81,0.22,1e-05,205.48,8366.71,1258913.63,0.309831,60,19.4,20.52,21.37,253,15,9.443694943,0.32373415,0,36.541,7,-3,-2,0.333333333,0.285714286,0.001,0.5,0,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003793198,GREEN,0.001,0.5,NA,NA,M,0.471867031,0,182793.5734,0.248976648,342,9,SNETWORK (9 11159 182793.573357908 0.471867031051971 348 342),0.72989697,S,0,0.5,NA,0.333333333,0.25,0.777777778,c(-1126647.45995451, 2123458.73437489),Smaller (<62 km),Cool
